step,fair_value,reference_price,post_trade_reference_price,bid,ask,spread,taker_side,order_size,signed_order_flow,trade_price,maker_inventory,maker_cash,maker_pnl,aggregate_signal,buy_probability,liquidity,regime,sentiment,fomo,fear,greed,public_fundamental,information_gap,information_event,active_worlds,simulation_seed,world_weights_json,world_signals_json
1504,100.51936358,100.51936358,100.51936358,100.37511558,100.41561158,0.04049600,sell,6,-6,100.37511558,68,-6656.57723485,178.73948859,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.51936358,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1505,100.49058315,100.49058315,100.49058315,100.33431115,100.37485515,0.04054400,sell,8,-8,100.33431115,76,-7459.25172401,178.03259504,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.49058315,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1506,100.56099329,100.56099329,100.56099329,100.38868929,100.42929729,0.04060800,buy,2,2,100.42929729,74,-7258.39312943,183.12037408,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.56099329,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1507,100.57924330,100.57924330,100.57924330,100.41094730,100.45153930,0.04059200,sell,6,-6,100.41094730,80,-7860.85881326,185.48065112,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.57924330,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1508,100.54578218,100.54578218,100.54578218,100.36546218,100.40610218,0.04064000,buy,5,5,100.40610218,75,-7358.82830236,182.10536110,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.54578218,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1509,100.49815420,100.49815420,100.49815420,100.32785420,100.36845420,0.04060000,buy,6,6,100.36845420,69,-6756.61757718,177.75506243,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.49815420,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1510,100.47960900,100.47960900,100.47960900,100.32133300,100.36188500,0.04055200,buy,7,7,100.36188500,62,-6054.08438218,175.65137580,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.47960900,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1511,100.49843076,100.49843076,100.49843076,100.35418276,100.39467876,0.04049600,sell,6,-6,100.35418276,68,-6656.20947871,177.68381264,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.49843076,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1512,100.47057761,100.47057761,100.47057761,100.31430561,100.35484961,0.04054400,sell,1,-1,100.31430561,69,-6756.52378433,175.94607102,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.47057761,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1513,100.48078529,100.48078529,100.48078529,100.32250929,100.36306129,0.04055200,buy,7,7,100.36306129,62,-6053.98235528,175.82633281,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.48078529,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1514,100.47249687,100.47249687,100.47249687,100.32824887,100.36874487,0.04049600,buy,9,9,100.36874487,53,-5150.66365143,174.37868285,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.47249687,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1515,100.48618352,100.48618352,100.48618352,100.35997152,100.40039552,0.04042400,buy,6,6,100.40039552,47,-4548.26127832,174.58934698,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.48618352,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1516,100.49260556,100.49260556,100.49260556,100.37841756,100.41879356,0.04037600,sell,9,-9,100.37841756,56,-5451.66703639,175.91887512,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.49260556,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1517,100.49193335,100.49193335,100.49193335,100.35970935,100.40015735,0.04044800,buy,6,6,100.40015735,50,-4849.26609228,175.33057523,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.49193335,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1518,100.49224593,100.49224593,100.49224593,100.37204593,100.41244593,0.04040000,sell,9,-9,100.37204593,59,-5752.61450564,176.42800416,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.49224593,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1519,100.48898499,100.48898499,100.48898499,100.35074899,100.39122099,0.04047200,sell,1,-1,100.35074899,60,-5852.96525464,176.37384485,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.48898499,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1520,100.52171321,100.52171321,100.52171321,100.38147321,100.42195321,0.04048000,sell,7,-7,100.38147321,67,-6555.63556712,179.31921808,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.52171321,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1521,100.50531261,100.50531261,100.50531261,100.35104461,100.39158061,0.04053600,sell,8,-8,100.35104461,75,-7358.44392400,179.45452180,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.50531261,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1522,100.57723235,100.57723235,100.57723235,100.40693235,100.44753235,0.04060000,buy,3,3,100.44753235,72,-7057.10132695,184.45940239,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.57723235,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1523,100.57490576,100.57490576,100.57490576,100.41061776,100.45119376,0.04057600,sell,7,-7,100.41061776,79,-7759.97565129,185.44190403,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.57490576,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1524,100.56299451,100.56299451,100.56299451,100.38467851,100.42531051,0.04063200,buy,10,10,100.42531051,69,-6755.72254618,183.12407514,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.56299451,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1525,100.51744674,100.51744674,100.51744674,100.35917074,100.39972274,0.04055200,sell,6,-6,100.35917074,75,-7357.87757062,180.93093492,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.51744674,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1526,100.46779702,100.46779702,100.46779702,100.29749702,100.33809702,0.04060000,sell,1,-1,100.29749702,76,-7458.17506764,177.37750598,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.46779702,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1527,100.45731229,100.45731229,100.45731229,100.28500829,100.32561629,0.04060800,buy,6,6,100.32561629,70,-6856.22136988,175.79049071,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.45731229,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1528,100.48392406,100.48392406,100.48392406,100.32364406,100.36420406,0.04056000,buy,4,4,100.36420406,66,-6454.76455362,177.17443454,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.48392406,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1529,100.47921389,100.47921389,100.47921389,100.32694989,100.36747789,0.04052800,buy,8,8,100.36747789,58,-5651.82473053,175.96967488,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.47921389,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1530,100.50928062,100.50928062,100.50928062,100.37304862,100.41351262,0.04046400,buy,2,2,100.41351262,56,-5450.99770528,177.52200965,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.50928062,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1531,100.52357160,100.52357160,100.52357160,100.39134760,100.43179560,0.04044800,buy,8,8,100.43179560,48,-4647.54334047,177.58809642,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.52357160,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1532,100.57361008,100.57361008,100.57361008,100.45741808,100.49780208,0.04038400,sell,4,-4,100.45741808,52,-5049.37301278,180.45471129,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.57361008,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1533,100.60375854,100.60375854,100.60375854,100.47955054,100.51996654,0.04041600,buy,9,9,100.51996654,43,-4144.69331395,181.26830315,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.60375854,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1534,100.57318941,100.57318941,100.57318941,100.46701741,100.50736141,0.04034400,sell,2,-2,100.46701741,45,-4345.62734878,180.16617487,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.57318941,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1535,100.55162865,100.55162865,100.55162865,100.44144865,100.48180865,0.04036000,buy,9,9,100.48180865,36,-3441.29107094,178.56756039,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.55162865,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1536,100.51153664,100.51153664,100.51153664,100.41939264,100.45968064,0.04028800,buy,10,10,100.45968064,26,-2436.69426450,176.60568824,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.51153664,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1537,100.54137867,100.54137867,100.54137867,100.46927467,100.50948267,0.04020800,sell,6,-6,100.46927467,32,-3039.50991254,177.81420499,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.54137867,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1538,100.55126982,100.55126982,100.55126982,100.46714182,100.50739782,0.04025600,sell,4,-4,100.46714182,36,-3441.37847983,178.46723380,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.55126982,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1539,100.54732501,100.54732501,100.54732501,100.45518101,100.49546901,0.04028800,sell,7,-7,100.45518101,43,-4144.56474691,178.97022858,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.54732501,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1540,100.53795816,100.53795816,100.53795816,100.43178616,100.47213016,0.04034400,sell,8,-8,100.43178616,51,-4948.01903617,179.41682984,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.53795816,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1541,100.56163809,100.56163809,100.56163809,100.43943409,100.47984209,0.04040800,buy,6,6,100.47984209,45,-4345.13998365,180.13373020,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.56163809,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1542,100.53764075,100.53764075,100.53764075,100.42746075,100.46782075,0.04036000,sell,10,-10,100.42746075,55,-5349.41459112,180.15564995,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.53764075,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1543,100.49049789,100.49049789,100.49049789,100.36027789,100.40071789,0.04044000,buy,7,7,100.40071789,48,-4646.60956588,176.93433292,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.49049789,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1544,100.50981272,100.50981272,100.50981272,100.39362072,100.43400472,0.04038400,buy,2,2,100.43400472,46,-4445.74155644,177.70982867,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.50981272,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1545,100.53983627,100.53983627,100.53983627,100.42765227,100.46802027,0.04036800,sell,1,-1,100.42765227,47,-4546.16920871,179.20309587,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.53983627,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1546,100.53827598,100.53827598,100.53827598,100.42408798,100.46446398,0.04037600,buy,2,2,100.46446398,45,-4345.24028075,178.98213832,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.53827598,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1547,100.53343754,100.53343754,100.53343754,100.42325754,100.46361754,0.04036000,sell,6,-6,100.42325754,51,-4947.77982599,179.42548853,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.53343754,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1548,100.59341661,100.59341661,100.59341661,100.47121261,100.51162061,0.04040800,buy,9,9,100.51162061,42,-4043.17524049,181.74825717,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.59341661,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1549,100.57968067,100.57968067,100.57968067,100.47551267,100.51584867,0.04033600,sell,10,-10,100.47551267,52,-5047.93036722,182.21302779,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.57968067,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1550,100.58650313,100.58650313,100.58650313,100.46229513,100.50271113,0.04041600,buy,4,4,100.50271113,48,-4645.91952269,182.23262764,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.58650313,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1551,100.56647026,100.56647026,100.56647026,100.45027826,100.49066226,0.04038400,sell,3,-3,100.45027826,51,-4947.27035746,181.61962560,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.56647026,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1552,100.56599002,100.56599002,100.56599002,100.44378602,100.48419402,0.04040800,sell,10,-10,100.44378602,61,-5951.70821771,182.81717379,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.56599002,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1553,100.55456272,100.55456272,100.55456272,100.41231872,100.45280672,0.04048800,sell,4,-4,100.41231872,65,-6353.35749257,182.68908395,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.55456272,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1554,100.54404091,100.54404091,100.54404091,100.39378091,100.43430091,0.04052000,buy,2,2,100.43430091,63,-6152.48889075,181.78568669,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.54404091,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1555,100.52811973,100.52811973,100.52811973,100.38186773,100.42237173,0.04050400,sell,9,-9,100.38186773,72,-7055.92570033,182.09892030,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.52811973,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1556,100.50983900,100.50983900,100.50983900,100.34555100,100.38612700,0.04057600,buy,10,10,100.38612700,62,-6052.06443029,179.54558793,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.50983900,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1557,100.53973885,100.53973885,100.53973885,100.39549085,100.43598685,0.04049600,buy,8,8,100.43598685,54,-5248.57653552,180.56936223,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.53973885,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1558,100.54448000,100.54448000,100.54448000,100.41626400,100.45669600,0.04043200,sell,6,-6,100.41626400,60,-5851.07411950,181.59468034,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.54448000,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1559,100.52529163,100.52529163,100.52529163,100.38505163,100.42553163,0.04048000,sell,9,-9,100.38505163,69,-6754.53958413,181.70553802,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.52529163,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1560,100.52191241,100.52191241,100.52191241,100.36363641,100.40418841,0.04055200,buy,5,5,100.40418841,64,-6252.51864209,180.88375200,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.52191241,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1561,100.49397105,100.49397105,100.49397105,100.34571505,100.38622705,0.04051200,buy,4,4,100.38622705,60,-5850.97373389,178.66452908,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.49397105,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1562,100.51971387,100.51971387,100.51971387,100.37947387,100.41995387,0.04048000,sell,4,-4,100.37947387,64,-6252.49162937,180.77005834,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.51971387,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1563,100.50990061,100.50990061,100.50990061,100.36164461,100.40215661,0.04051200,buy,5,5,100.40215661,59,-5750.48084632,179.60328965,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.50990061,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1564,100.49176759,100.49176759,100.49176759,100.35353159,100.39400359,0.04047200,buy,10,10,100.39400359,49,-4746.54081041,177.55580158,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.49176759,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1565,100.49644093,100.49644093,100.49644093,100.37824493,100.41863693,0.04039200,sell,9,-9,100.37824493,58,-5649.94501482,178.84855940,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.49644093,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1566,100.59660140,100.59660140,100.59660140,100.46036940,100.50083340,0.04046400,buy,9,9,100.50083340,49,-4745.43751419,183.79595457,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.59660140,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1567,100.55364004,100.55364004,100.55364004,100.43544404,100.47583604,0.04039200,buy,8,8,100.47583604,41,-3941.63082585,181.06841590,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.55364004,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1568,100.57998028,100.57998028,100.57998028,100.47781628,100.51814428,0.04032800,sell,7,-7,100.47781628,48,-4644.97553982,182.86351369,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.57998028,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1569,100.57806932,100.57806932,100.57806932,100.46187732,100.50226132,0.04038400,sell,6,-6,100.46187732,54,-5247.74680377,183.46893977,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.57806932,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1570,100.58826383,100.58826383,100.58826383,100.46004783,100.50047983,0.04043200,sell,9,-9,100.46004783,63,-6151.88723428,185.17338731,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.58826383,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1571,100.56118492,100.56118492,100.56118492,100.41493292,100.45543692,0.04050400,sell,7,-7,100.41493292,70,-6854.79176470,184.49117943,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.56118492,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1572,100.56437974,100.56437974,100.56437974,100.40409974,100.44465974,0.04056000,buy,7,7,100.44465974,63,-6151.67914649,183.87677741,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.56437974,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1573,100.56353690,100.56353690,100.56353690,100.41728490,100.45778890,0.04050400,buy,7,7,100.45778890,56,-5448.47462416,183.08344244,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.56353690,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1574,100.57310139,100.57310139,100.57310139,100.44087739,100.48132539,0.04044800,buy,10,10,100.48132539,46,-4443.66137021,182.70129396,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.57310139,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1575,100.57306855,100.57306855,100.57306855,100.46088455,100.50125255,0.04036800,buy,9,9,100.50125255,37,-3539.15009726,182.05343908,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.57306855,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1576,100.57587963,100.57587963,100.57587963,100.48173163,100.52202763,0.04029600,sell,1,-1,100.48173163,38,-3639.63182890,182.25159712,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.57587963,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1577,100.56214320,100.56214320,100.56214320,100.46599120,100.50629520,0.04030400,sell,10,-10,100.46599120,48,-4644.29174091,182.69113276,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.56214320,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1578,100.59213285,100.59213285,100.59213285,100.47594085,100.51632485,0.04038400,buy,3,3,100.51632485,45,-4342.74276637,183.90321177,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.59213285,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1579,100.57687153,100.57687153,100.57687153,100.46669153,100.50705153,0.04036000,sell,3,-3,100.46669153,48,-4644.14284094,183.54699227,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.57687153,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
1580,100.55378213,100.55378213,100.55378213,100.43759013,100.47797413,0.04038400,buy,2,2,100.47797413,46,-4443.18689268,182.28708540,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.55378213,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1581,100.50418443,100.50418443,100.50418443,100.39200043,100.43236843,0.04036800,buy,5,5,100.43236843,41,-3941.02505054,179.64651097,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.50418443,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
1582,100.53329421,100.53329421,100.53329421,100.43113021,100.47145821,0.04032800,sell,4,-4,100.43113021,45,-4342.74957137,181.24866797,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,100.53329421,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
